id,Y,X,County,W
845,1.871802,1,80,-0.147484
846,2.501436,1,80,-0.147484
847,1.526056,1,80,-0.147484
848,1.824549,1,80,-0.147484
849,1.871802,1,80,-0.147484
850,1.029619,1,80,-0.147484
851,0.641854,1,80,-0.147484
852,0.182322,0,80,-0.147484
853,0.875469,1,80,-0.147484
854,0.000000,1,80,-0.147484
855,0.182322,0,80,-0.147484
856,0.470004,1,80,-0.147484
857,-0.223144,1,80,-0.147484
858,0.530628,1,80,-0.147484
859,1.547563,1,80,-0.147484
860,0.530628,0,80,-0.147484
861,1.193922,1,80,-0.147484
862,-0.223144,0,80,-0.147484
863,2.282382,1,80,-0.147484
864,1.667707,1,80,-0.147484
865,2.140066,1,80,-0.147484
866,0.641854,1,80,-0.147484
867,1.887070,1,80,-0.147484
868,1.335001,1,80,-0.147484
869,1.774952,1,80,-0.147484
870,1.589235,1,80,-0.147484
871,0.916291,0,80,-0.147484
872,2.370244,1,80,-0.147484
873,0.875469,1,80,-0.147484
874,0.741937,1,80,-0.147484
875,1.547563,1,80,-0.147484
876,1.308333,1,80,-0.147484
877,2.595255,1,80,-0.147484
878,1.064711,1,80,-0.147484
879,1.458615,1,80,-0.147484
880,1.335001,1,80,-0.147484
881,0.587787,1,80,-0.147484
882,0.405465,1,80,-0.147484
883,0.587787,1,80,-0.147484
884,0.262364,1,80,-0.147484
885,1.887070,1,80,-0.147484
886,3.015535,1,80,-0.147484
887,1.791759,1,80,-0.147484
888,2.624669,1,81,0.183238
889,2.322388,0,81,0.183238
890,1.740466,0,81,0.183238
891,2.230014,1,82,0.236036
892,1.223775,1,83,0.463212
893,1.410987,1,83,0.463212
894,2.451005,1,83,0.463212
895,1.974081,1,83,0.463212
896,1.547563,1,83,0.463212
897,0.587787,0,83,0.463212
898,-0.356675,0,83,0.463212
899,1.547563,1,83,0.463212
900,2.322388,1,83,0.463212
901,2.424803,1,83,0.463212
902,2.028148,1,83,0.463212
903,2.468100,1,83,0.463212
904,-0.693147,0,83,0.463212
905,1.902108,1,84,-0.090024
906,1.667707,1,84,-0.090024
907,1.131402,1,84,-0.090024
908,0.741937,1,84,-0.090024
909,1.987874,1,84,-0.090024
910,1.629241,1,84,-0.090024
911,0.788457,1,84,-0.090024
912,0.832909,0,84,-0.090024
913,2.766319,1,84,-0.090024
914,2.251292,1,84,-0.090024
915,1.856298,1,84,-0.090024
916,1.504077,1,84,-0.090024
917,1.609438,1,84,-0.090024
918,1.308333,1,85,0.355287
919,1.064711,1,85,0.355287
